#sec,nsec,x,y,z,qx,qy,qz,qw
1583840218,539809792,-3.31544,8.13145,0.138818,0.00402776,0.00154088,-0.630629,0.776073
1583840218,639798272,-3.31151,8.13877,0.148653,0.00370141,0.00201616,-0.63064,0.776064
1583840218,739778816,-3.30844,8.1274,0.135243,0.00389577,0.00144972,-0.630578,0.776115
1583840218,839771648,-3.30751,8.13325,0.139421,0.00405394,0.00146087,-0.630681,0.77603
1583840218,939766784,-3.30591,8.13526,0.139041,0.00382059,0.00164383,-0.630626,0.776076
1583840219,39766272,-3.30911,8.13173,0.142341,0.00378476,0.00179846,-0.630573,0.776119
1583840219,139758336,-3.30866,8.13449,0.146204,0.00392707,0.00179374,-0.630652,0.776054
1583840219,239754240,-3.30961,8.139,0.137956,0.00365249,0.00170689,-0.630732,0.775991
1583840219,339750656,-3.30712,8.14029,0.142799,0.00383638,0.00168029,-0.630658,0.77605
1583840219,439739904,-3.30777,8.13826,0.14603,0.00384141,0.00182897,-0.630692,0.776022
1583840219,539730176,-3.3075,8.13475,0.143836,0.00385266,0.0017971,-0.630677,0.776034
1583840219,639718656,-3.3091,8.13769,0.138683,0.00397136,0.00158456,-0.630565,0.776125
1583840219,739714816,-3.30558,8.13958,0.141548,0.00394216,0.00168826,-0.630588,0.776106
1583840219,839707392,-3.31574,8.14018,0.148353,0.00345114,0.00214988,-0.630669,0.776042
1583840219,939707392,-3.3164,8.14008,0.145193,0.00354712,0.00195458,-0.630657,0.776051
1583840220,39699456,-3.31973,8.13166,0.142529,0.00368572,0.00183768,-0.630545,0.776142
1583840220,139687424,-3.31383,8.13564,0.145352,0.00350581,0.00194437,-0.630668,0.776042
1583840220,239669760,-3.31419,8.13393,0.13808,0.00358745,0.00165116,-0.630619,0.776083
1583840220,339656704,-3.31796,8.13361,0.139198,0.00340889,0.00179161,-0.630536,0.776151
1583840220,439647744,-3.31243,8.13579,0.142598,0.00374554,0.00180125,-0.630611,0.776088
1583840220,539638272,-3.30673,8.13481,0.141003,0.00366966,0.00176287,-0.630565,0.776126
1583840220,639643136,-3.30977,8.13807,0.139982,0.00393143,0.00162172,-0.630569,0.776122
1583840220,739641600,-3.30968,8.14408,0.143739,0.00402686,0.00174495,-0.630624,0.776076
1583840220,839637248,-3.30771,8.13987,0.137881,0.00372178,0.00163005,-0.630787,0.775946
1583840220,939620352,-3.30764,8.13731,0.140652,0.00395709,0.00166464,-0.630635,0.776068
1583840221,39605248,-3.31454,8.1322,0.14371,0.00344203,0.00197359,-0.630619,0.776082
1583840221,139581696,-3.31672,8.13687,0.141987,0.00368106,0.00174574,-0.630628,0.776074
1583840221,239557888,-3.31202,8.13965,0.142042,0.00364573,0.00180643,-0.630614,0.776086
1583840221,339532544,-3.31178,8.14189,0.143811,0.00382474,0.00184742,-0.630605,0.776092
1583840221,439498496,-3.31786,8.13332,0.140827,0.00379575,0.0017444,-0.630569,0.776122
1583840221,539478784,-3.31747,8.12663,0.142285,0.00388026,0.00166837,-0.630498,0.77618
1583840221,639460864,-3.31902,8.12125,0.135755,0.00374964,0.00156815,-0.630526,0.776157
1583840221,739451904,-3.31657,8.1251,0.135984,0.00383721,0.00159633,-0.630533,0.776151
1583840221,839439872,-3.31231,8.13454,0.140823,0.00387024,0.00177031,-0.630461,0.776209
1583840221,939425280,-3.31284,8.12965,0.13841,0.00386931,0.00162106,-0.630594,0.776102
1583840222,39401984,-3.31134,8.1314,0.14402,0.00375347,0.00185663,-0.630585,0.776109
1583840222,139387136,-3.31095,8.13183,0.139123,0.00388368,0.00153621,-0.630556,0.776133
1583840222,239377408,-3.31373,8.13112,0.142784,0.00358527,0.0018456,-0.630618,0.776083
1583840222,339361536,-3.31654,8.12369,0.138035,0.00362734,0.00169076,-0.630496,0.776182
1583840222,439355136,-3.31612,8.13159,0.141565,0.00373461,0.00178001,-0.630654,0.776053
1583840222,539344384,-3.31375,8.13309,0.135111,0.00347686,0.00172308,-0.63067,0.776041
1583840222,639339264,-3.31593,8.12739,0.140573,0.00338103,0.00191862,-0.630685,0.776029
1583840222,739329024,-3.31552,8.12998,0.142012,0.00375153,0.0018345,-0.63049,0.776186
1583840222,839311872,-3.31509,8.1344,0.143362,0.00356309,0.00191522,-0.630543,0.776144
1583840222,939284992,-3.31645,8.13673,0.14455,0.00356944,0.00196869,-0.630539,0.776147
1583840223,39255552,-3.31662,8.13314,0.139414,0.00356331,0.00174923,-0.630529,0.776156
1583840223,139224064,-3.31494,8.12599,0.140275,0.0035564,0.00170929,-0.630498,0.776181
1583840223,239189248,-3.30633,8.13262,0.137764,0.00360002,0.00169726,-0.630613,0.776087
1583840223,339172352,-3.30942,8.13145,0.142902,0.00330576,0.00198064,-0.630733,0.77599
1583840223,439153152,-3.30715,8.13847,0.141335,0.00360099,0.00193051,-0.630617,0.776084
1583840223,539137536,-3.30863,8.14411,0.148978,0.0036193,0.00207807,-0.630851,0.775893
1583840223,639173376,-3.30946,8.14119,0.143343,0.00360931,0.00189723,-0.630772,0.775958
1583840223,739217408,-3.31607,8.14625,0.151894,0.00361173,0.00214982,-0.630791,0.775942
1583840223,839267072,-3.30901,8.15059,0.155318,0.00370566,0.00216442,-0.630865,0.775881
1583840223,939314944,-3.31173,8.14305,0.1483,0.00373773,0.00199348,-0.630726,0.775994
1583840224,39368704,-3.3123,8.14396,0.144798,0.0039497,0.0018273,-0.630647,0.776058
1583840224,139418624,-3.31276,8.14427,0.147653,0.00366073,0.00195742,-0.630786,0.775945
1583840224,239468544,-3.31329,8.1413,0.145689,0.00367664,0.00199318,-0.630746,0.775978
1583840224,339514880,-3.31253,8.14229,0.142693,0.00366897,0.00180217,-0.630751,0.775975
1583840224,439557632,-3.30442,8.14543,0.143889,0.00400553,0.00193222,-0.630785,0.775945
1583840224,539599616,-3.31212,8.13762,0.143522,0.00310343,0.00169204,-0.630672,0.776042
1583840224,639595776,-3.31322,8.13854,0.144277,0.00285614,0.00105577,-0.630734,0.775994
1583840224,739593472,-3.31411,8.13969,0.142864,0.00238214,0.000144911,-0.630699,0.776024
1583840224,839583488,-3.31773,8.1374,0.147888,0.0010595,0.00189934,-0.630673,0.776045
1583840224,939576832,-3.30656,8.12283,0.151001,0.00238745,0.00214603,-0.630916,0.775845
1583840225,39573504,-3.31253,8.13671,0.150207,0.00172952,0.00263388,-0.63095,0.775817
1583840225,139569152,-3.31256,8.13736,0.143606,0.00217792,0.0019264,-0.630861,0.77589
1583840225,239560704,-3.31463,8.13974,0.146034,0.00616879,0.00215331,-0.630772,0.775941
1583840225,339559168,-3.31059,8.13522,0.139522,0.00783878,0.0031247,-0.631409,0.775404
1583840225,439542016,-3.31234,8.14473,0.142267,0.0076769,0.0018034,-0.630938,0.775793
1583840225,539510528,-3.3131,8.13436,0.143429,0.0128233,0.000309257,-0.631236,0.775484
1583840225,639497472,-3.30617,8.13246,0.139972,0.0163038,0.0111552,-0.632912,0.773972
1583840225,739511552,-3.30197,8.13075,0.130468,0.0163658,0.013932,-0.63425,0.772829
1583840225,839544832,-3.3096,8.13928,0.142513,0.0146801,0.0124224,-0.635768,0.771641
1583840225,939537920,-3.29928,8.14524,0.141378,0.0124158,0.00981347,-0.639029,0.76902
1583840226,39636736,-3.30792,8.13743,0.140331,0.00473797,0.0109674,-0.642,0.766611
1583840226,139544832,-3.3125,8.13313,0.141224,-6.725e-05,0.0140328,-0.640011,0.768238
1583840226,239409664,-3.29965,8.14193,0.137918,-0.00159338,0.0210012,-0.638211,0.769573
1583840226,339313664,-3.31653,8.12933,0.144427,-0.00290242,0.0262924,-0.638076,0.769519
1583840226,439164928,-3.31085,8.13132,0.151611,-0.00197698,0.0398971,-0.628264,0.776974
1583840226,538984704,-3.31395,8.13682,0.134024,-0.00190446,0.0353388,-0.624034,0.780595
1583840226,638966784,-3.30506,8.14293,0.151579,-0.0128923,0.0204188,-0.621004,0.783436
1583840226,739083008,-3.29534,8.13653,0.169297,-0.0152914,0.025959,-0.621936,0.782488
1583840226,839193856,-3.28492,8.14849,0.173292,-0.0135632,0.0176063,-0.616725,0.786865
1583840226,939296512,-3.28366,8.14258,0.181555,-0.0132029,0.016283,-0.616201,0.78731
1583840227,39420672,-3.29434,8.14151,0.18875,0.000858073,0.0060537,-0.613031,0.790035
1583840227,139293696,-3.25506,8.15668,0.206196,-0.00329871,0.00137846,-0.607328,0.794443
1583840227,239359232,-3.25835,8.16563,0.200554,-0.0106052,0.0160568,-0.603294,0.797287
1583840227,339298048,-3.25091,8.1628,0.210558,-0.0178992,0.0206312,-0.598062,0.800984
1583840227,439304704,-3.23917,8.17387,0.21755,-0.00909646,0.0173587,-0.598934,0.800558
1583840227,539321600,-3.24275,8.16443,0.230403,-0.00703096,0.00855229,-0.593246,0.804945
1583840227,639268352,-3.2275,8.175,0.237503,-0.0146358,0.024391,-0.59011,0.806821
1583840227,739342336,-3.22964,8.177,0.246183,-0.0142596,0.0201796,-0.593216,0.804664
1583840227,839367936,-3.2207,8.18117,0.268683,-0.0192126,0.0167205,-0.586475,0.809567
1583840227,939274752,-3.22636,8.18358,0.280666,-0.0273926,0.00429825,-0.581674,0.812949
1583840228,39161088,-3.20394,8.17817,0.302263,-0.0376235,0.00948286,-0.571898,0.819407
1583840228,139086080,-3.20206,8.19314,0.318154,-0.0285984,0.00134288,-0.567551,0.822841
1583840228,239084800,-3.17942,8.20265,0.331983,-0.0316298,0.0105881,-0.561683,0.82668
1583840228,339146496,-3.18256,8.21438,0.349847,-0.0406674,0.0138461,-0.558062,0.828687
1583840228,439197696,-3.17559,8.22034,0.363033,-0.0505339,-0.0222487,-0.546324,0.835752
1583840228,539176704,-3.14647,8.23188,0.396314,-0.0442002,-0.0262406,-0.542929,0.838204
1583840228,639245568,-3.1567,8.23878,0.417021,-0.058075,-0.0225517,-0.529718,0.845883
1583840228,739054080,-3.13862,8.26797,0.413502,-0.0915519,-0.0269699,-0.511234,0.854125
1583840228,839080448,-3.12217,8.26561,0.439183,-0.0801265,-0.0457772,-0.519638,0.849388
1583840228,939258624,-3.11077,8.2727,0.450509,-0.0827143,-0.0479519,-0.513044,0.853021
1583840229,39369472,-3.0946,8.26484,0.452188,-0.0832782,-0.0520121,-0.502767,0.858828
1583840229,139385088,-3.0877,8.26767,0.47345,-0.0780364,-0.0415421,-0.501228,0.860787
1583840229,239366400,-3.09262,8.2698,0.479227,-0.0734169,-0.0484055,-0.492547,0.865832
1583840229,339139584,-3.08433,8.27034,0.481429,-0.0638736,-0.0508199,-0.477724,0.87471
1583840229,438894848,-3.05412,8.27589,0.485725,-0.0602183,-0.046478,-0.469581,0.879606
1583840229,538951168,-3.02699,8.27135,0.480944,-0.052559,-0.0419499,-0.467084,0.881652
1583840229,639310080,-2.99279,8.29742,0.488266,-0.0395301,-0.0279908,-0.492027,0.869231
1583840229,739907328,-3.0316,8.2901,0.490786,-0.0386273,-0.0310725,-0.489869,0.870386
1583840229,839831296,-3.02354,8.30227,0.47288,-0.0335516,-0.0227479,-0.482958,0.874705
1583840229,939743488,-3.01705,8.29621,0.493727,-0.0274071,-0.0349948,-0.49223,0.869329
1583840230,39700992,-3.01837,8.28731,0.481729,-0.0326203,-0.0337502,-0.491896,0.869388
1583840230,139490304,-3.01355,8.30078,0.487839,-0.0171818,-0.0358867,-0.493173,0.869021
1583840230,239412736,-3.00173,8.28141,0.49575,-0.0125091,-0.0346112,-0.493801,0.868796
1583840230,339318784,-3.0209,8.28131,0.486274,-0.0126086,-0.0237578,-0.48638,0.873333
1583840230,439093248,-3.01685,8.29015,0.489422,-0.0152536,-0.0239387,-0.480012,0.876802
1583840230,539119616,-3.01759,8.29204,0.481454,-0.0118178,-0.0388879,-0.481298,0.875614
1583840230,639222528,-3.01495,8.29421,0.477012,-0.0193535,-0.0390279,-0.47856,0.876974
1583840230,739435264,-2.99992,8.26704,0.47922,-0.0292715,-0.0316291,-0.476971,0.877862
1583840230,839570432,-2.99835,8.29521,0.484354,-0.0133702,-0.0279512,-0.478753,0.877403
1583840230,939820544,-3.01613,8.30305,0.483213,-0.0187109,-0.019055,-0.479056,0.877378
1583840231,39833856,-2.99805,8.29555,0.485264,-0.0198499,-0.0237177,-0.48075,0.876312
1583840231,139832576,-2.98448,8.30436,0.493597,-0.0284525,-0.0215442,-0.48806,0.87208
1583840231,239983872,-2.99161,8.30449,0.487717,-0.0182275,-0.0192352,-0.495275,0.868332
1583840231,339953408,-2.9954,8.29581,0.48962,-0.0204457,-0.0182552,-0.497494,0.867034
1583840231,439774976,-2.98467,8.30691,0.499119,-0.01828,-0.0138635,-0.500002,0.86572
1583840231,539757568,-3.00391,8.28853,0.5138,-0.022752,-0.0209873,-0.505405,0.862327
1583840231,639451904,-3.00091,8.30375,0.499231,-0.013408,-0.0330489,-0.502809,0.863661
1583840231,739337984,-2.99633,8.29157,0.504367,-0.00128818,-0.0292019,-0.511247,0.858936
1583840231,839329024,-3.00287,8.2921,0.505107,0.00918114,-0.0274365,-0.512585,0.858149
1583840231,939271936,-3.00963,8.28898,0.494212,0.0103198,-0.0330607,-0.506694,0.86143
1583840232,39241984,-3.01889,8.29302,0.505152,0.00765577,-0.0345852,-0.509146,0.859951
1583840232,139219200,-2.979,8.30323,0.503502,0.0174285,-0.0337692,-0.519527,0.853609
1583840232,239609856,-3.02068,8.28804,0.505703,0.0184935,-0.0340431,-0.519727,0.853453
1583840232,339541248,-3.01119,8.28596,0.501399,0.0287242,-0.0425616,-0.525449,0.849274
1583840232,439546624,-3.01413,8.2805,0.500504,0.0246505,-0.0387232,-0.522841,0.851193
1583840232,539421952,-3.01659,8.28377,0.50226,0.0178535,-0.0355964,-0.514508,0.85656
1583840232,639259904,-3.00413,8.28125,0.49739,0.0215972,-0.0273341,-0.523031,0.851601
1583840232,739381248,-3.01294,8.28421,0.503224,0.0275973,-0.0351912,-0.526384,0.84907
1583840232,839368960,-2.99762,8.29767,0.514777,0.0208406,-0.0382515,-0.520155,0.85296
1583840232,939342848,-3.02031,8.28324,0.517416,0.0146911,-0.0291883,-0.518381,0.854525
1583840233,39183360,-2.99097,8.29918,0.515567,0.00546555,-0.0293806,-0.520345,0.853433
1583840233,139346944,-2.98317,8.29239,0.513146,0.0202337,-0.0343996,-0.527027,0.848911
1583840233,239487744,-2.99586,8.29634,0.508508,0.0270387,-0.041305,-0.525493,0.849364
1583840233,339430400,-3.01054,8.29106,0.504709,0.0163689,-0.0376002,-0.525538,0.849781
1583840233,439304704,-3.0011,8.30035,0.51146,0.0177392,-0.0444644,-0.522097,0.851542
1583840233,539270912,-2.99101,8.31246,0.518714,0.0164078,-0.0387986,-0.524706,0.85024
1583840233,639447808,-3.00792,8.29401,0.508519,0.0464688,-0.0474643,-0.535597,0.841857
1583840233,739346688,-3.009,8.29981,0.506037,0.0265341,-0.0437578,-0.526482,0.848644
1583840233,839220992,-3.0129,8.29422,0.50975,0.0285588,-0.0372561,-0.52396,0.850448
1583840233,939072768,-2.99565,8.30373,0.512808,0.0156028,-0.0259409,-0.522161,0.85231
1583840234,39140352,-3.0051,8.29229,0.511535,0.0253459,-0.0270067,-0.529307,0.847622
1583840234,139182336,-3.00357,8.29146,0.505608,0.0219702,-0.0288928,-0.523064,0.85152
1583840234,239137024,-3.02018,8.30331,0.513488,0.0142717,-0.0272842,-0.523563,0.85143
1583840234,339004416,-3.00189,8.30689,0.517632,0.00217744,-0.0298859,-0.515726,0.85623
1583840234,439081216,-2.98115,8.30484,0.513395,0.0118737,-0.0330144,-0.523272,0.851443
1583840234,539336448,-2.99539,8.29578,0.516812,0.0205781,-0.034371,-0.520862,0.852701
1583840234,639340032,-3.00914,8.29997,0.517609,0.0106395,-0.0304754,-0.521575,0.852595
1583840234,739311616,-3.00196,8.30309,0.511685,0.00655449,-0.0362039,-0.514227,0.856865
1583840234,839267328,-2.9826,8.30828,0.507273,0.0185147,-0.0359586,-0.525226,0.850001
1583840234,939511296,-2.99708,8.30127,0.513624,0.0333685,-0.0423954,-0.527064,0.848111
1583840235,39316736,-3.006,8.31036,0.515317,0.0132955,-0.0326065,-0.525452,0.850094
1583840235,139224832,-2.99703,8.29991,0.523486,0.0191037,-0.0295245,-0.521441,0.852562
1583840235,239051776,-3.002,8.30999,0.527905,0.0149064,-0.0211848,-0.52321,0.85181
1583840235,339073280,-2.98804,8.30332,0.518341,0.0293542,-0.0272409,-0.527079,0.848872
1583840235,439156736,-2.99373,8.30315,0.512341,0.0344037,-0.031742,-0.528389,0.847711
1583840235,539117056,-3.0001,8.30383,0.516561,0.0175036,-0.0278815,-0.530625,0.846967
1583840235,639058688,-2.98946,8.29963,0.508561,0.0138312,-0.0174254,-0.521558,0.852926
1583840235,739020032,-3.00145,8.2923,0.515906,0.00672929,-0.00672941,-0.52678,0.849948
1583840235,839098368,-2.98866,8.30174,0.507621,0.0141731,-0.0226689,-0.523423,0.851653
1583840235,939234816,-2.9833,8.30322,0.504537,0.0133424,-0.0251066,-0.52436,0.851022
1583840236,39435264,-3.00069,8.30161,0.513503,0.0078028,-0.0199966,-0.524647,0.851049
1583840236,139420672,-2.98641,8.30836,0.519713,0.00255802,-0.0265698,-0.518165,0.854864
1583840236,239513856,-2.96664,8.31548,0.509611,0.00727084,-0.0190364,-0.522282,0.852529
1583840236,339811328,-2.99549,8.30251,0.514032,0.0193724,-0.0209153,-0.528184,0.848651
1583840236,439756544,-2.98884,8.31547,0.517992,0.0118472,-0.0219628,-0.526586,0.849755
1583840236,539714304,-2.99283,8.30089,0.509382,0.0101887,-0.0307154,-0.520317,0.85336
1583840236,639609856,-2.96875,8.30179,0.509315,0.0104379,-0.0242944,-0.522742,0.852081
1583840236,739692032,-2.97925,8.30085,0.504428,0.0333398,-0.0308843,-0.533004,0.844891
1583840236,839812352,-2.99333,8.30065,0.49995,0.0340026,-0.0350174,-0.530369,0.846361
1583840236,939758848,-2.98819,8.32053,0.521969,0.0108506,-0.0283264,-0.533135,0.845486
1583840237,39729920,-2.98889,8.30969,0.506632,0.0105267,-0.0248372,-0.526473,0.849764
1583840237,139569152,-2.97136,8.30829,0.506351,0.0153163,-0.0125985,-0.530629,0.847372
1583840237,239697152,-2.96614,8.31035,0.506413,0.0393501,-0.0212828,-0.538327,0.841548
1583840237,339840512,-2.99144,8.3077,0.507461,0.026286,-0.0334636,-0.533116,0.844971
1583840237,439692800,-2.98899,8.29688,0.502349,0.0150675,-0.0359837,-0.53483,0.844058
1583840237,539677696,-3.02308,8.30305,0.518405,0.014528,-0.0200516,-0.533762,0.845272
1583840237,639376640,-2.97721,8.30826,0.51819,0.00538781,0.00157253,-0.525319,0.850887
1583840237,739528960,-3.00868,8.30984,0.509844,0.0121987,0.00555935,-0.536907,0.843535
1583840237,839462144,-2.98047,8.32075,0.513113,0.0190339,-0.0226038,-0.527937,0.848769
1583840237,939610368,-2.98292,8.31427,0.509202,0.00756623,-0.0256336,-0.539874,0.841321
1583840238,39707136,-2.99767,8.30582,0.513439,0.00440018,-0.0165985,-0.534103,0.845245
1583840238,139496448,-2.97618,8.31699,0.513408,0.00076391,0.00468869,-0.525582,0.85073
1583840238,239591168,-2.98834,8.30921,0.512075,0.00752176,-0.00512135,-0.533283,0.845888
1583840238,339641344,-2.98325,8.31006,0.51554,0.0137995,-0.0366262,-0.527806,0.848463
1583840238,439650304,-2.982,8.31356,0.51605,0.00713216,-0.0349443,-0.538242,0.842035
1583840238,539721984,-3.00696,8.30671,0.517224,0.00479668,-0.0237036,-0.53532,0.844303
1583840238,639506944,-2.98493,8.30151,0.511755,0.00171407,-0.00701509,-0.524299,0.851504
1583840238,739462656,-2.97265,8.31085,0.511016,0.00913676,-0.0049951,-0.533719,0.845598
1583840238,839596800,-2.98819,8.31677,0.510703,0.0258399,-0.0386468,-0.53415,0.84411
1583840238,939572992,-2.97753,8.31463,0.502769,0.019639,-0.0434673,-0.538052,0.841561
1583840239,39668224,-2.98727,8.30965,0.513205,0.0085032,-0.0348657,-0.541243,0.8401
1583840239,139600128,-3.00681,8.30529,0.517316,0.0100578,-0.0245459,-0.536222,0.84366
1583840239,239312640,-2.96706,8.31791,0.503601,0.0079307,-0.00686366,-0.531041,0.847281
1583840239,339376384,-2.98916,8.31197,0.517748,0.0193373,-0.00712991,-0.539211,0.841918
1583840239,439428352,-2.98858,8.31761,0.516526,0.0356522,-0.0282691,-0.540285,0.840251
1583840239,539463424,-2.9811,8.32583,0.512883,0.0271307,-0.032666,-0.543335,0.838441
1583840239,639489536,-2.97647,8.32094,0.513152,0.0176346,-0.0324509,-0.547566,0.835947
1583840239,739497728,-2.99584,8.30946,0.520999,0.0169875,-0.0238099,-0.548168,0.835857
1583840239,839388416,-3.00089,8.30724,0.508297,0.0157241,-0.0104882,-0.539016,0.842084
1583840239,939245312,-2.98388,8.31665,0.516399,0.00897802,0.000422465,-0.547382,0.836834
1583840240,39423232,-2.99424,8.31557,0.514977,0.0326645,-0.00803571,-0.546791,0.836593
1583840240,139432704,-2.99332,8.31955,0.513897,0.0207968,-0.0193742,-0.548375,0.83575
1583840240,239425536,-2.98685,8.32607,0.524028,0.0125995,-0.0261456,-0.546597,0.836893
